,CD20,CD4,CD8,FOXP3,CD68,CD11c,CD56,CK,Unidentified
0,2.17E-01,4.73E-01,4.20E-01,4.69E-01,1.01E-01,2.30E-01,3.19E-01,4.20E-01,3.19E-01
