,CD20,CD4,CD8,FOXP3,CD68,CD11c,CD56,CK,Unidentified
0,6.97E-02,2.03E-01,1.82E-01,3.94E-01,8.68E-01,6.06E-01,4.56E-01,7.05E-03,2.47E-02
