,CD20,CD4,CD8,FOXP3,CD68,CD11c,CD56,CK,Unidentified
0,1.48E-01,3.19E-01,4.20E-01,3.49E-01,1.26E-01,2.72E-01,2.30E-01,3.19E-01,2.72E-01
