,CD20,CD4,CD8,FOXP3,CD68,CD11c,CD56,CK,Unidentified
0,1.34E-01,1.65E-01,2.19E-01,5.48E-01,8.18E-01,8.83E-01,4.59E-01,7.06E-03,6.31E-03
