,CD20,CD4,CD8,FOXP3,CD68,CD11c,CD56,CK,Unidentified
0,2.57E-01,6.18E-01,5.60E-02,4.32E-02,2.99E-01,4.83E-02,2.17E-01,5.51E-02,4.99E-02
