,CD20,CD4,CD8,FOXP3,CD68,CD11c,CD56,CK,Unidentified
0,2.15E-01,3.61E-01,8.61E-02,1.84E-02,1.50E-01,8.05E-01,4.60E-01,1.37E-02,2.57E-01
