MVB,CN1,CN2,CN3,CN4,CN5,CN6
4025,0.1304755211993441,,0.16654954321855236,0.00046849379245724994,0.6996954790349028,0.0028109627547434997
4026,0.1261516654854713,0.004724781478856603,0.00023623907394283014,0.07417906921804866,0.6626506024096386,0.13205764233404205
4027,0.3274571359574982,0.08959188601787008,0.0062786766481526205,0.001931900507123883,0.5713595749818884,0.0033808258874667954
4028,0.3343047460449625,0.1328059950041632,0.45545378850957535,,0.053705245628642796,0.02373022481265612
4029,0.20279128779868894,0.008458447874814971,,0.03298794671177839,0.7183336857686614,0.03742863184605625
4030,0.277030976037405,0.5821157218001168,0.06078316773816481,,0.0777323202805377,0.0023378141437755697
4031,0.11101000909918107,0.002001819836214741,0.007097361237488626,,0.8731574158325751,0.0067333939945404915
4032,0.3951398135818908,0.004993342210386152,0.010985352862849533,0.00033288948069241014,0.5639147802929427,0.02463382157123835
4033,0.24385964912280703,0.07368421052631578,0.02017543859649123,0.04035087719298246,0.5403508771929825,0.08157894736842106
4034,0.2818341121495327,0.11945093457943926,0.007009345794392523,0.11156542056074767,0.027161214953271028,0.4529789719626168
4035,0.18546637744034708,0.0770065075921909,0.007592190889370932,0.028199566160520606,0.6702819956616052,0.031453362255965296
4036,0.3491693383853104,0.0002914602156805596,0.063538327018362,,0.5558146313028272,0.031186243077819878
4037,0.0895170789163722,0.018256772673733806,0.030035335689045935,0.011778563015312132,0.8186101295641932,0.03180212014134275
4038,0.35073068893528186,0.06758872651356994,0.02348643006263048,0.013569937369519834,0.4647703549060543,0.07985386221294363
4039,0.3404776484996938,0.06613594611145132,0.3723208818126148,0.00612369871402327,0.10471524800979792,0.11022657685241886
4040,0.1072340425531915,0.39659574468085107,0.020425531914893616,0.011063829787234043,0.41617021276595745,0.04851063829787234
4041,0.17022881569021875,0.17827508171988937,0.0005028916268544129,,0.6509932109630374,
4042,0.243789716926632,0.02772963604852686,,0.18313113807047948,0.37608318890814557,0.16926632004621606
4043,0.3176229508196721,0.14190573770491804,0.0015368852459016393,,0.5251024590163934,0.013831967213114754
4044,0.275941230486685,0.05555555555555555,0.07851239669421488,0.023875114784205693,0.4825528007346189,0.08356290174471992
4045,0.27765567765567767,0.040293040293040296,0.17509157509157508,0.0029304029304029304,0.4542124542124542,0.04981684981684982
4046,0.21941747572815534,0.21941747572815534,0.09902912621359224,0.021359223300970873,0.3482200647249191,0.09255663430420712
4047,0.13579781214635986,,0.04073934364390796,0.3142210486608827,0.12033195020746888,0.3889098453413806
4048,0.46520654283337953,0.034654837815359024,0.06986415303576379,0.025783199334627114,0.2547823676185195,0.149708899362351
4049,0.1946277097078228,0.040999057492931194,0.0999057492931197,,0.6540999057492931,0.010367577756833177
4050,0.0867729192208146,,,,0.9126821958861191,0.0005448848930663398
4051,0.17860553963705827,0.11652340019102196,0.09837631327602674,0.004775549188156638,0.5530085959885387,0.04871060171919771
4052,0.24964234620886983,0.09227467811158799,0.00357653791130186,0.000715307582260372,0.65379113018598,
4053,0.19285714285714287,0.15535714285714286,0.6294642857142857,0.0026785714285714286,0.01607142857142857,0.0035714285714285713
4054,0.08452041785375118,0.026115859449192782,0.024691358024691357,0.38366571699905033,0.43162393162393164,0.04938271604938271
4055,0.3678332092330603,0.020253164556962026,,0.0010424422933730455,0.609084139985108,0.0017870439314966492
4056,0.09913793103448276,0.040229885057471264,0.007423371647509579,0.02586206896551724,0.7442528735632183,0.08309386973180076
4057,0.009037191518943343,0.9888773027459159,,,0.0020855057351407717,
MVB 0033,0.05815347721822542,0.002398081534772182,,0.002997601918465228,0.9322541966426858,0.004196642685851319
MVB 0037,0.466552803871335,,0.4400797039567321,,0.05493879874750925,0.03842869342442357
MVB 0038,0.4671140939597315,0.0071588366890380315,0.13736017897091723,0.003131991051454139,0.36331096196868007,0.02192393736017897
MVB 0039,0.2635408245755861,,0.0035030988951765024,0.03287523578550256,0.42926434923201295,0.27081649151172194
MVB 0040,0.15776536312849163,,0.19508379888268157,,0.6467039106145251,0.000446927374301676
MVB 0041,0.05901116427432217,0.3253588516746411,0.004784688995215311,,0.6076555023923444,0.003189792663476874
MVB 0044,0.11939313984168866,0.2862796833773087,0.287598944591029,,0.30606860158311344,0.0006596306068601583
MVB 0045,0.05953827460510328,0.38031591737545567,,,0.5552855407047388,0.004860267314702308
MVB 0048,0.15384615384615385,,0.0014114326040931546,0.019054340155257588,0.7649964714184898,0.06069160197600565
MVB 0049,0.02320185614849188,0.1716937354988399,0.5661252900232019,0.1368909512761021,,0.10208816705336426
MVB 0051,0.14285714285714285,0.04710144927536232,0.015010351966873706,0.002070393374741201,0.7474120082815735,0.045548654244306416
MVB 0053,0.027227722772277228,,,0.007425742574257425,0.9628712871287128,0.0024752475247524753
MVB 0054,0.6325979288608735,0.0031517334533993696,0.006978838361098604,0.002588923908149482,0.3345339936965331,0.02014858171994597
MVB 0055,0.2901023890784983,0.028062191884717484,0.016306408797876374,,0.6632536973833902,0.0022753128555176336
MVB 0056,0.03477344573234984,0.006322444678609062,0.4541622760800843,,0.5047418335089568,
MVB 0059,0.3369397217928903,0.07264296754250386,0.10587326120556415,0.0061823802163833074,0.4428129829984544,0.03554868624420402
MVB 0065,0.0023094688221709007,0.19630484988452657,0.8013856812933026,,,
MVB 0067,0.23006766696087083,,,,0.7181523977640483,0.05177993527508091
MVB 0070,0.2600896860986547,,0.04932735426008968,0.07623318385650224,0.47085201793721976,0.14349775784753363
MVB 0073,0.1044776119402985,0.029850746268656716,0.021144278606965175,0.009535655058043118,0.8001658374792703,0.03482587064676617
MVB 0075,0.256,0.0007619047619047619,0.03123809523809524,0.10971428571428571,0.23885714285714285,0.36342857142857143
MVB 0076,0.04563126662574176,0.011663597298956415,0.017393083691426232,0.006547984448536935,0.8946183752813587,0.024145692653979946
MVB 0226,,0.7722712438051493,0.01257101414239091,0.13574277771062493,,0.07941496434183488
MVB 0236,,,0.0002457606291472106,0.9928729417547308,,0.006881297616121897
MVB 0359,0.089058524173028,0.01272264631043257,0.8396946564885496,0.01272264631043257,0.010178117048346057,0.035623409669211195
MVB 0360,0.1721750781598928,0.18557391692719966,,0.0011165698972755694,0.6317552478785172,0.009379187137114784
MVB 0366,0.1925,0.055,0.01,0.14,0.51,0.0925
mvb1013,0.16172360948345804,0.7047687731001533,0.006220138826286847,0.03371495537726494,0.053637429009285136,0.03993509420355179
mvb1029,0.0007665772326561902,0.9264085856650057,0.07282483710233806,,,
mvb1033,0.297442799461642,0.474652310453118,,0.00044863167339614175,0.21848362494392104,0.008972633467922835
mvb1034,,0.9986562751948401,0.0005374899220639613,0.0002687449610319806,,0.0005374899220639613
mvb1035,0.5217391304347826,0.13729977116704806,0.034324942791762014,0.004576659038901602,0.16933638443935928,0.13272311212814644
mvb1036,0.09527946713003185,0.8494063133507095,0.002027222704894295,0.0011584129742253113,0.0509701708659137,0.0011584129742253113
mvb1043,0.3514821536600121,0.40229885057471265,0.004234724742891712,,0.2395644283121597,0.0024198427102238356
mvb1044,0.27719907407407407,0.14525462962962962,0.008101851851851851,,0.5486111111111112,0.020833333333333332
mvb1047,0.3745545260156807,0.5374198146828225,0.0345687811831789,,0.02744119743406985,0.02601568068424804
mvb1060,,0.9254498714652957,0.07455012853470437,,,
mvb1063,0.11903713488918244,0.48011155144576545,,0.1353295170996624,0.02686041391457508,0.23866138265081463
mvb1064,0.09375217179790117,0.26645354089929807,0.4783515185210925,0.035165751615817635,0.014802974494405449,0.11147404267148517
mvb1065,0.007133864876206463,0.9928661351237935,,,,
mvb1066,0.08070175438596491,0.20818713450292398,0.356140350877193,0.26666666666666666,0.013450292397660818,0.07485380116959064
mvb1068,0.03391812865497076,0.06432748538011696,0.8748538011695907,0.0003898635477582846,0.0023391812865497076,0.024171539961013646
mvb1069,0.028881442476464018,0.9364927397478857,0.026487952768469762,7.978299026647519e-05,0.007978299026647519,7.978299026647519e-05
mvb1070,0.3326027397260274,0.11671232876712329,0.01643835616438356,0.043835616438356165,0.2536986301369863,0.23671232876712328
mvb1071,0.25999271048475275,0.46422062932814967,,0.007896974851172398,0.2665532742072652,0.001336411128659944
mvb1072,0.04209762293594629,0.7281800036291054,0.22137543095626927,0.002903284340410089,0.0018145527127563057,0.0036291054255126113
mvb1073,0.0032679738562091504,0.9960058097312999,,,0.0007262164124909223,
mvb1074,0.0005282620179609086,0.8298996302165874,0.08927628103539356,0.020602218700475437,,0.05969360802958267
mvb1076,,1.0,,,,
